id,modulo,resposta_correta
2105,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2106,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2107,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2108,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2109,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2110,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2111,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2112,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2113,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2114,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2115,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2116,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2117,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2118,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2119,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2120,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2121,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2122,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2123,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2124,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2125,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2126,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2127,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2128,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2129,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2130,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2131,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2132,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2133,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2134,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2135,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2136,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2137,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2138,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2139,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2140,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2141,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2142,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2143,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2144,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2145,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2146,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2147,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2148,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2149,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2150,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2151,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2152,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2153,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2154,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2155,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2156,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2157,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2158,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2159,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2160,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2161,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2162,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2163,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2164,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2165,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2166,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2167,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2168,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2169,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2170,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2171,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2172,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2173,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2174,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2175,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2176,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2177,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2178,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2179,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2180,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2181,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2182,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2183,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2184,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2185,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2186,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2187,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2188,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2189,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2190,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2191,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2192,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2193,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2194,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2195,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2196,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2197,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2198,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2199,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2200,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2201,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2202,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2203,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2204,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2205,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2206,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2207,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2208,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2209,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2210,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2211,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2212,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2213,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2214,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2215,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2216,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2217,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2218,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2219,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2220,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2221,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2222,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2223,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2224,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2225,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2226,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2227,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2228,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2229,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2230,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2231,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2232,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2233,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2234,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2235,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2236,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2237,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2238,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2239,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2240,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2241,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2242,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2243,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2244,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2245,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2246,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2247,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2248,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2249,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2250,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2251,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2252,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2253,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2254,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2255,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2256,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2257,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2258,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2259,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2260,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2261,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2262,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2263,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2264,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2265,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2266,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2267,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2268,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2269,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2270,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2271,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2272,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2273,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2274,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2275,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2276,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2277,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2278,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2279,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2280,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2281,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2282,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2283,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2284,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2285,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2286,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2287,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2288,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
